city;venue_name;venue_id;rating;likes_cnt;Activity rate;Employment (jobs) in agriculture, fishery (NACE Rev. 2, A);"Employment (jobs) in arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies (NACE Rev. 2, R to U)";Employment (jobs) in construction (NACE Rev. 2, F);Employment (jobs) in financial and insurance activities (NACE Rev. 2, K);Employment (jobs) in information and communication (NACE Rev. 2, J);Employment (jobs) in mining, manufacturing, energy (NACE Rev. 2, B-E);"Employment (jobs) in professional, scientific and technical activities; administrative and support service activities (NACE Rev. 2, M and N)";Employment (jobs) in public administration, defence, education, human health and social work activities (NACE Rev. 2, O to Q);Employment (jobs) in real estate activities (NACE Rev. 2, L);Employment (jobs) in trade, transport, hotels, restaurants (NACE Rev. 2, G to I);Nationals as a proportion of population;Population on the 1st of January, total;Proportion of employment in industries (NACE Rev.1.1 C-E);Proportion of population aged 0-4 years;Proportion of population aged 10-14 years;Proportion of population aged 15-19 years;Proportion of population aged 20-24 years;Proportion of population aged 25-34 years;Proportion of population aged 35-44 years;Proportion of population aged 45-54 years;Proportion of population aged 5-9 years;Proportion of population aged 65-74 years;Proportion of population aged 75 years and over;Proportion of total population aged 55-64;Unemployment rate, female;Unemployment rate, male;Women per 100 men;Young-age dependency ratio (population aged 0-19 to population 20-64 years)
Dresden;Louisengarten;4c21202599282d7fe81b65b0;7.3;22;59.1;0.9345421287962371;29.97430462807038;23.276450264212297;12.219818825852158;27.838467568666164;61.799547064630396;104.8011875036293;169.5477179025608;7.68865048487312;110.49735787701061;93.0;551072.0;11.3;5.5;4.0;4.1;6.2;17.0;13.0;12.4;4.8;9.4;12.4;11.0;3.5;4.7;100.7;31.1
Dresden;Lenin's Kulturpalast;56216691498effaded82ac55;;5;59.1;0.9345421287962371;29.97430462807038;23.276450264212297;12.219818825852158;27.838467568666164;61.799547064630396;104.8011875036293;169.5477179025608;7.68865048487312;110.49735787701061;93.0;551072.0;11.3;5.5;4.0;4.1;6.2;17.0;13.0;12.4;4.8;9.4;12.4;11.0;3.5;4.7;100.7;31.1
Dresden;Körnergarten;4be97e3caecb76b01fcd5a80;6.8;11;59.1;0.9345421287962371;29.97430462807038;23.276450264212297;12.219818825852158;27.838467568666164;61.799547064630396;104.8011875036293;169.5477179025608;7.68865048487312;110.49735787701061;93.0;551072.0;11.3;5.5;4.0;4.1;6.2;17.0;13.0;12.4;4.8;9.4;12.4;11.0;3.5;4.7;100.7;31.1
Dresden;Katy's Garage;4b8fee22f964a5203a6a33e3;7.3;65;59.1;0.9345421287962371;29.97430462807038;23.276450264212297;12.219818825852158;27.838467568666164;61.799547064630396;104.8011875036293;169.5477179025608;7.68865048487312;110.49735787701061;93.0;551072.0;11.3;5.5;4.0;4.1;6.2;17.0;13.0;12.4;4.8;9.4;12.4;11.0;3.5;4.7;100.7;31.1
Dresden;Italienisches Dörfchen;4be91606e1b39521d24a21c1;6.1;29;59.1;0.9345421287962371;29.97430462807038;23.276450264212297;12.219818825852158;27.838467568666164;61.799547064630396;104.8011875036293;169.5477179025608;7.68865048487312;110.49735787701061;93.0;551072.0;11.3;5.5;4.0;4.1;6.2;17.0;13.0;12.4;4.8;9.4;12.4;11.0;3.5;4.7;100.7;31.1
Dresden;Gasthof Meixmühle;5169477de4b05c4b97b12f8e;;2;59.1;0.9345421287962371;29.97430462807038;23.276450264212297;12.219818825852158;27.838467568666164;61.799547064630396;104.8011875036293;169.5477179025608;7.68865048487312;110.49735787701061;93.0;551072.0;11.3;5.5;4.0;4.1;6.2;17.0;13.0;12.4;4.8;9.4;12.4;11.0;3.5;4.7;100.7;31.1
Dresden;Fährgarten;4bdb00e03c4fef3b69b8f4bf;8.6;62;59.1;0.9345421287962371;29.97430462807038;23.276450264212297;12.219818825852158;27.838467568666164;61.799547064630396;104.8011875036293;169.5477179025608;7.68865048487312;110.49735787701061;93.0;551072.0;11.3;5.5;4.0;4.1;6.2;17.0;13.0;12.4;4.8;9.4;12.4;11.0;3.5;4.7;100.7;31.1
Dresden;Elbinsel;4b9e78e1f964a520e0e636e3;;3;59.1;0.9345421287962371;29.97430462807038;23.276450264212297;12.219818825852158;27.838467568666164;61.799547064630396;104.8011875036293;169.5477179025608;7.68865048487312;110.49735787701061;93.0;551072.0;11.3;5.5;4.0;4.1;6.2;17.0;13.0;12.4;4.8;9.4;12.4;11.0;3.5;4.7;100.7;31.1
Dresden;Elbegarten Demnitz;4be97f919fa3ef3b690880c9;;4;59.1;0.9345421287962371;29.97430462807038;23.276450264212297;12.219818825852158;27.838467568666164;61.799547064630396;104.8011875036293;169.5477179025608;7.68865048487312;110.49735787701061;93.0;551072.0;11.3;5.5;4.0;4.1;6.2;17.0;13.0;12.4;4.8;9.4;12.4;11.0;3.5;4.7;100.7;31.1
Dresden;Elbegarten;4c40968dda3dc9280991c7b9;;3;59.1;0.9345421287962371;29.97430462807038;23.276450264212297;12.219818825852158;27.838467568666164;61.799547064630396;104.8011875036293;169.5477179025608;7.68865048487312;110.49735787701061;93.0;551072.0;11.3;5.5;4.0;4.1;6.2;17.0;13.0;12.4;4.8;9.4;12.4;11.0;3.5;4.7;100.7;31.1
Dresden;El Horst;4ced5e8d7b943704cf832653;7.8;14;59.1;0.9345421287962371;29.97430462807038;23.276450264212297;12.219818825852158;27.838467568666164;61.799547064630396;104.8011875036293;169.5477179025608;7.68865048487312;110.49735787701061;93.0;551072.0;11.3;5.5;4.0;4.1;6.2;17.0;13.0;12.4;4.8;9.4;12.4;11.0;3.5;4.7;100.7;31.1
Dresden;Brauhaus am Waldschlösschen;4be40b08910020a1d622d114;7.7;82;59.1;0.9345421287962371;29.97430462807038;23.276450264212297;12.219818825852158;27.838467568666164;61.799547064630396;104.8011875036293;169.5477179025608;7.68865048487312;110.49735787701061;93.0;551072.0;11.3;5.5;4.0;4.1;6.2;17.0;13.0;12.4;4.8;9.4;12.4;11.0;3.5;4.7;100.7;31.1
Dresden;Bottoms Up;4c54290572cf0f47dae610d4;8.1;47;59.1;0.9345421287962371;29.97430462807038;23.276450264212297;12.219818825852158;27.838467568666164;61.799547064630396;104.8011875036293;169.5477179025608;7.68865048487312;110.49735787701061;93.0;551072.0;11.3;5.5;4.0;4.1;6.2;17.0;13.0;12.4;4.8;9.4;12.4;11.0;3.5;4.7;100.7;31.1
Dresden;Augustusgarten;4e076420fa767637fd2a8614;6.9;24;59.1;0.9345421287962371;29.97430462807038;23.276450264212297;12.219818825852158;27.838467568666164;61.799547064630396;104.8011875036293;169.5477179025608;7.68865048487312;110.49735787701061;93.0;551072.0;11.3;5.5;4.0;4.1;6.2;17.0;13.0;12.4;4.8;9.4;12.4;11.0;3.5;4.7;100.7;31.1
Dresden;Astloch;4dd422fa18505a50d9931e94;;1;59.1;0.9345421287962371;29.97430462807038;23.276450264212297;12.219818825852158;27.838467568666164;61.799547064630396;104.8011875036293;169.5477179025608;7.68865048487312;110.49735787701061;93.0;551072.0;11.3;5.5;4.0;4.1;6.2;17.0;13.0;12.4;4.8;9.4;12.4;11.0;3.5;4.7;100.7;31.1
Dresden;Anno Domini;4c8b5d2a1556bfb7bedb0093;7.4;5;59.1;0.9345421287962371;29.97430462807038;23.276450264212297;12.219818825852158;27.838467568666164;61.799547064630396;104.8011875036293;169.5477179025608;7.68865048487312;110.49735787701061;93.0;551072.0;11.3;5.5;4.0;4.1;6.2;17.0;13.0;12.4;4.8;9.4;12.4;11.0;3.5;4.7;100.7;31.1
Dresden;Alaungarten;4ffc8e2fe4b014f55ecde104;;0;59.1;0.9345421287962371;29.97430462807038;23.276450264212297;12.219818825852158;27.838467568666164;61.799547064630396;104.8011875036293;169.5477179025608;7.68865048487312;110.49735787701061;93.0;551072.0;11.3;5.5;4.0;4.1;6.2;17.0;13.0;12.4;4.8;9.4;12.4;11.0;3.5;4.7;100.7;31.1
Dortmund;TYDE Studios;55086611498eded0dc393ad2;6.1;7;55.8;0.7432662802591204;27.439481759290828;22.24855097170133;19.77838390726219;20.037504261847936;53.10262529832936;90.98874872144562;144.42379815888168;6.34674394817593;118.53051483123082;83.0;586600.0;10.5;4.8;4.3;4.9;6.5;14.3;12.2;15.0;4.3;9.5;10.9;13.3;4.6;7.1;103.6;29.8
Dortmund;Sunshine;4ed7b6dd61afca7b25c34e1c;6.6;10;55.8;0.7432662802591204;27.439481759290828;22.24855097170133;19.77838390726219;20.037504261847936;53.10262529832936;90.98874872144562;144.42379815888168;6.34674394817593;118.53051483123082;83.0;586600.0;10.5;4.8;4.3;4.9;6.5;14.3;12.2;15.0;4.3;9.5;10.9;13.3;4.6;7.1;103.6;29.8
Dortmund;Strobels;4ba3ff7af964a520047638e3;8.2;64;55.8;0.7432662802591204;27.439481759290828;22.24855097170133;19.77838390726219;20.037504261847936;53.10262529832936;90.98874872144562;144.42379815888168;6.34674394817593;118.53051483123082;83.0;586600.0;10.5;4.8;4.3;4.9;6.5;14.3;12.2;15.0;4.3;9.5;10.9;13.3;4.6;7.1;103.6;29.8
Dortmund;Restaurant Stadewäldchen;51a4ea92498ea8973919e370;;4;55.8;0.7432662802591204;27.439481759290828;22.24855097170133;19.77838390726219;20.037504261847936;53.10262529832936;90.98874872144562;144.42379815888168;6.34674394817593;118.53051483123082;83.0;586600.0;10.5;4.8;4.3;4.9;6.5;14.3;12.2;15.0;4.3;9.5;10.9;13.3;4.6;7.1;103.6;29.8
Dortmund;Hövels Hausbrauerei;4bd4738e6798ef3bea9b618d;7.8;92;55.8;0.7432662802591204;27.439481759290828;22.24855097170133;19.77838390726219;20.037504261847936;53.10262529832936;90.98874872144562;144.42379815888168;6.34674394817593;118.53051483123082;83.0;586600.0;10.5;4.8;4.3;4.9;6.5;14.3;12.2;15.0;4.3;9.5;10.9;13.3;4.6;7.1;103.6;29.8
Dortmund;Dieckmann's;4c12934c77cea593d24ecd60;7.3;22;55.8;0.7432662802591204;27.439481759290828;22.24855097170133;19.77838390726219;20.037504261847936;53.10262529832936;90.98874872144562;144.42379815888168;6.34674394817593;118.53051483123082;83.0;586600.0;10.5;4.8;4.3;4.9;6.5;14.3;12.2;15.0;4.3;9.5;10.9;13.3;4.6;7.1;103.6;29.8
Dortmund;David's;517039cd498eeb3c15846a2b;6.9;8;55.8;0.7432662802591204;27.439481759290828;22.24855097170133;19.77838390726219;20.037504261847936;53.10262529832936;90.98874872144562;144.42379815888168;6.34674394817593;118.53051483123082;83.0;586600.0;10.5;4.8;4.3;4.9;6.5;14.3;12.2;15.0;4.3;9.5;10.9;13.3;4.6;7.1;103.6;29.8
Dortmund;Das Kraftstoff;4b73044af964a5200f962de3;7.6;28;55.8;0.7432662802591204;27.439481759290828;22.24855097170133;19.77838390726219;20.037504261847936;53.10262529832936;90.98874872144562;144.42379815888168;6.34674394817593;118.53051483123082;83.0;586600.0;10.5;4.8;4.3;4.9;6.5;14.3;12.2;15.0;4.3;9.5;10.9;13.3;4.6;7.1;103.6;29.8
Dortmund;Café Erdmann;4ba23bf3f964a520bce537e3;7.8;15;55.8;0.7432662802591204;27.439481759290828;22.24855097170133;19.77838390726219;20.037504261847936;53.10262529832936;90.98874872144562;144.42379815888168;6.34674394817593;118.53051483123082;83.0;586600.0;10.5;4.8;4.3;4.9;6.5;14.3;12.2;15.0;4.3;9.5;10.9;13.3;4.6;7.1;103.6;29.8
Dortmund;BierCafé West;5b1eb58847f876002c733498;8.3;13;55.8;0.7432662802591204;27.439481759290828;22.24855097170133;19.77838390726219;20.037504261847936;53.10262529832936;90.98874872144562;144.42379815888168;6.34674394817593;118.53051483123082;83.0;586600.0;10.5;4.8;4.3;4.9;6.5;14.3;12.2;15.0;4.3;9.5;10.9;13.3;4.6;7.1;103.6;29.8
Bremen;Waldbühne;4bc0920a74a9a5937833d0f6;6.7;10;56.0;0.44541783009334407;30.260243729819756;21.439914367101757;12.156561726460636;22.373003102079906;90.27193374717872;107.4495691946916;137.4932659162051;8.918919870564748;144.00023943409047;82.5;568006.0;15.7;4.7;4.2;4.9;6.5;14.7;12.3;14.7;4.2;9.8;11.2;12.8;3.0;5.2;102.5;29.5
Bremen;Port Piet;4bd43ebc046076b036857771;7.5;13;56.0;0.44541783009334407;30.260243729819756;21.439914367101757;12.156561726460636;22.373003102079906;90.27193374717872;107.4495691946916;137.4932659162051;8.918919870564748;144.00023943409047;82.5;568006.0;15.7;4.7;4.2;4.9;6.5;14.7;12.3;14.7;4.2;9.8;11.2;12.8;3.0;5.2;102.5;29.5
Bremen;Paulaner's;4babdaa8f964a52050cf3ae3;7.5;109;56.0;0.44541783009334407;30.260243729819756;21.439914367101757;12.156561726460636;22.373003102079906;90.27193374717872;107.4495691946916;137.4932659162051;8.918919870564748;144.00023943409047;82.5;568006.0;15.7;4.7;4.2;4.9;6.5;14.7;12.3;14.7;4.2;9.8;11.2;12.8;3.0;5.2;102.5;29.5
Bremen;Kangaroo Island;4c1bb0cdb306c9284d9c62b7;5.9;7;56.0;0.44541783009334407;30.260243729819756;21.439914367101757;12.156561726460636;22.373003102079906;90.27193374717872;107.4495691946916;137.4932659162051;8.918919870564748;144.00023943409047;82.5;568006.0;15.7;4.7;4.2;4.9;6.5;14.7;12.3;14.7;4.2;9.8;11.2;12.8;3.0;5.2;102.5;29.5
Bremen;Gerken;4c6c2d67e6b7b1f77f49a68e;;2;56.0;0.44541783009334407;30.260243729819756;21.439914367101757;12.156561726460636;22.373003102079906;90.27193374717872;107.4495691946916;137.4932659162051;8.918919870564748;144.00023943409047;82.5;568006.0;15.7;4.7;4.2;4.9;6.5;14.7;12.3;14.7;4.2;9.8;11.2;12.8;3.0;5.2;102.5;29.5
Bremen;Franziskaner;51fe191a498ed0b6b240c30d;;0;56.0;0.44541783009334407;30.260243729819756;21.439914367101757;12.156561726460636;22.373003102079906;90.27193374717872;107.4495691946916;137.4932659162051;8.918919870564748;144.00023943409047;82.5;568006.0;15.7;4.7;4.2;4.9;6.5;14.7;12.3;14.7;4.2;9.8;11.2;12.8;3.0;5.2;102.5;29.5
Bremen;Feldmann’s Bierhaus;4ba3b932f964a5206e5838e3;7.0;55;56.0;0.44541783009334407;30.260243729819756;21.439914367101757;12.156561726460636;22.373003102079906;90.27193374717872;107.4495691946916;137.4932659162051;8.918919870564748;144.00023943409047;82.5;568006.0;15.7;4.7;4.2;4.9;6.5;14.7;12.3;14.7;4.2;9.8;11.2;12.8;3.0;5.2;102.5;29.5
Bremen;Biergarten Strandlust;502f97ade4b0fdd339c501c4;;1;56.0;0.44541783009334407;30.260243729819756;21.439914367101757;12.156561726460636;22.373003102079906;90.27193374717872;107.4495691946916;137.4932659162051;8.918919870564748;144.00023943409047;82.5;568006.0;15.7;4.7;4.2;4.9;6.5;14.7;12.3;14.7;4.2;9.8;11.2;12.8;3.0;5.2;102.5;29.5
Bonn;Strandbar Bonn;4bd3741541b9ef3b2a3e00e6;8.4;16;56.4;0.7742173338658638;61.99576023840978;11.917416817720975;22.636640142554302;56.77286552582261;32.114657900396324;106.83584749147438;274.7058281360411;6.396509877415589;114.25235798334818;83.8;325490.0;4.7;5.1;4.7;5.1;7.6;15.6;12.8;14.4;4.8;8.2;9.7;12.0;2.7;4.5;109.2;31.5
Bonn;Rheinpavillon Blauer Affe;4f6dc7cde4b04cb29411986c;7.5;29;56.4;0.7742173338658638;61.99576023840978;11.917416817720975;22.636640142554302;56.77286552582261;32.114657900396324;106.83584749147438;274.7058281360411;6.396509877415589;114.25235798334818;83.8;325490.0;4.7;5.1;4.7;5.1;7.6;15.6;12.8;14.4;4.8;8.2;9.7;12.0;2.7;4.5;109.2;31.5
Bonn;Rheinlust;4b531c70f964a520338f27e3;6.2;43;56.4;0.7742173338658638;61.99576023840978;11.917416817720975;22.636640142554302;56.77286552582261;32.114657900396324;106.83584749147438;274.7058281360411;6.396509877415589;114.25235798334818;83.8;325490.0;4.7;5.1;4.7;5.1;7.6;15.6;12.8;14.4;4.8;8.2;9.7;12.0;2.7;4.5;109.2;31.5
Bonn;President Hotel;4bf475fce5eba59349b61f90;4.9;10;56.4;0.7742173338658638;61.99576023840978;11.917416817720975;22.636640142554302;56.77286552582261;32.114657900396324;106.83584749147438;274.7058281360411;6.396509877415589;114.25235798334818;83.8;325490.0;4.7;5.1;4.7;5.1;7.6;15.6;12.8;14.4;4.8;8.2;9.7;12.0;2.7;4.5;109.2;31.5
Bonn;Clementine;4e0cd55fd4c07c82a2e0390b;;2;56.4;0.7742173338658638;61.99576023840978;11.917416817720975;22.636640142554302;56.77286552582261;32.114657900396324;106.83584749147438;274.7058281360411;6.396509877415589;114.25235798334818;83.8;325490.0;4.7;5.1;4.7;5.1;7.6;15.6;12.8;14.4;4.8;8.2;9.7;12.0;2.7;4.5;109.2;31.5
Bonn;Bundeshäuschen;4c027155f423a593f3bece16;8.0;12;56.4;0.7742173338658638;61.99576023840978;11.917416817720975;22.636640142554302;56.77286552582261;32.114657900396324;106.83584749147438;274.7058281360411;6.396509877415589;114.25235798334818;83.8;325490.0;4.7;5.1;4.7;5.1;7.6;15.6;12.8;14.4;4.8;8.2;9.7;12.0;2.7;4.5;109.2;31.5
Bonn;Biergarten im Rheinhotel Dreesen;4bcb1c34cc8cd13ae1abbecf;8.1;17;56.4;0.7742173338658638;61.99576023840978;11.917416817720975;22.636640142554302;56.77286552582261;32.114657900396324;106.83584749147438;274.7058281360411;6.396509877415589;114.25235798334818;83.8;325490.0;4.7;5.1;4.7;5.1;7.6;15.6;12.8;14.4;4.8;8.2;9.7;12.0;2.7;4.5;109.2;31.5
Bonn;Biergarten Schänzchen;4bd9612a11dcc928fb92f933;7.8;22;56.4;0.7742173338658638;61.99576023840978;11.917416817720975;22.636640142554302;56.77286552582261;32.114657900396324;106.83584749147438;274.7058281360411;6.396509877415589;114.25235798334818;83.8;325490.0;4.7;5.1;4.7;5.1;7.6;15.6;12.8;14.4;4.8;8.2;9.7;12.0;2.7;4.5;109.2;31.5
Bonn;Biergarten RheinAue;4db16424a86e63d21169921b;7.1;13;56.4;0.7742173338658638;61.99576023840978;11.917416817720975;22.636640142554302;56.77286552582261;32.114657900396324;106.83584749147438;274.7058281360411;6.396509877415589;114.25235798334818;83.8;325490.0;4.7;5.1;4.7;5.1;7.6;15.6;12.8;14.4;4.8;8.2;9.7;12.0;2.7;4.5;109.2;31.5
Bonn;Biergarten Alter Zoll;4ba20691f964a5200ad737e3;8.1;114;56.4;0.7742173338658638;61.99576023840978;11.917416817720975;22.636640142554302;56.77286552582261;32.114657900396324;106.83584749147438;274.7058281360411;6.396509877415589;114.25235798334818;83.8;325490.0;4.7;5.1;4.7;5.1;7.6;15.6;12.8;14.4;4.8;8.2;9.7;12.0;2.7;4.5;109.2;31.5
Bonn;Bahnhöfchen Beuel;4c404d1ad7fad13a2bb505da;6.8;36;56.4;0.7742173338658638;61.99576023840978;11.917416817720975;22.636640142554302;56.77286552582261;32.114657900396324;106.83584749147438;274.7058281360411;6.396509877415589;114.25235798334818;83.8;325490.0;4.7;5.1;4.7;5.1;7.6;15.6;12.8;14.4;4.8;8.2;9.7;12.0;2.7;4.5;109.2;31.5
Bonn;Bahnhöf'je;4bdda32f0ee3a5937b052eb0;;0;56.4;0.7742173338658638;61.99576023840978;11.917416817720975;22.636640142554302;56.77286552582261;32.114657900396324;106.83584749147438;274.7058281360411;6.396509877415589;114.25235798334818;83.8;325490.0;4.7;5.1;4.7;5.1;7.6;15.6;12.8;14.4;4.8;8.2;9.7;12.0;2.7;4.5;109.2;31.5
Bochum;Zum Wienkopp;4f5b871ce4b0d8f7b6163f37;;1;54.1;0.24348273324414751;25.647759822066103;23.535752293251697;8.240112275633397;15.202624141996942;43.18672389878778;68.38034738693784;161.79837988230756;7.452213093899526;104.39390581869017;87.7;365529.0;9.4;4.2;3.9;4.6;6.8;14.6;11.5;14.6;3.9;10.2;11.8;14.0;3.9;6.5;105.2;27.0
Bochum;Big Blue;4c30944d16adc9289350bf9c;;0;54.1;0.24348273324414751;25.647759822066103;23.535752293251697;8.240112275633397;15.202624141996942;43.18672389878778;68.38034738693784;161.79837988230756;7.452213093899526;104.39390581869017;87.7;365529.0;9.4;4.2;3.9;4.6;6.8;14.6;11.5;14.6;3.9;10.2;11.8;14.0;3.9;6.5;105.2;27.0
Bochum;Biercafe;4d0fa2a3ba378cfa6b6b7293;;5;54.1;0.24348273324414751;25.647759822066103;23.535752293251697;8.240112275633397;15.202624141996942;43.18672389878778;68.38034738693784;161.79837988230756;7.452213093899526;104.39390581869017;87.7;365529.0;9.4;4.2;3.9;4.6;6.8;14.6;11.5;14.6;3.9;10.2;11.8;14.0;3.9;6.5;105.2;27.0
Bochum;Absinth;5bb1c56435f983002c03f80e;;0;54.1;0.24348273324414751;25.647759822066103;23.535752293251697;8.240112275633397;15.202624141996942;43.18672389878778;68.38034738693784;161.79837988230756;7.452213093899526;104.39390581869017;87.7;365529.0;9.4;4.2;3.9;4.6;6.8;14.6;11.5;14.6;3.9;10.2;11.8;14.0;3.9;6.5;105.2;27.0
Bielefeld;Zweischlingen;4bb9ad1853649c74372848fb;7.3;14;57.5;2.426688157040102;30.458394476653275;18.198657653539897;10.912579085376121;19.443575741538165;84.73562029396906;86.88866703553128;179.2080637013159;6.116336693208882;132.14474728764222;85.9;332552.0;14.9;4.9;4.7;5.3;6.8;14.4;12.1;14.6;4.6;8.8;11.2;12.6;3.1;4.8;107.5;32.1
Bielefeld;Supertram;51796613e4b029d2f46eeeec;;6;57.5;2.426688157040102;30.458394476653275;18.198657653539897;10.912579085376121;19.443575741538165;84.73562029396906;86.88866703553128;179.2080637013159;6.116336693208882;132.14474728764222;85.9;332552.0;14.9;4.9;4.7;5.3;6.8;14.4;12.1;14.6;4.6;8.8;11.2;12.6;3.1;4.8;107.5;32.1
Bielefeld;Seekrug am Obersee;4b813b2bf964a5206d9b30e3;8.3;23;57.5;2.426688157040102;30.458394476653275;18.198657653539897;10.912579085376121;19.443575741538165;84.73562029396906;86.88866703553128;179.2080637013159;6.116336693208882;132.14474728764222;85.9;332552.0;14.9;4.9;4.7;5.3;6.8;14.4;12.1;14.6;4.6;8.8;11.2;12.6;3.1;4.8;107.5;32.1
Bielefeld;Santa Maria Strandbar;537e1ff5498e688f37cec7c7;7.3;19;57.5;2.426688157040102;30.458394476653275;18.198657653539897;10.912579085376121;19.443575741538165;84.73562029396906;86.88866703553128;179.2080637013159;6.116336693208882;132.14474728764222;85.9;332552.0;14.9;4.9;4.7;5.3;6.8;14.4;12.1;14.6;4.6;8.8;11.2;12.6;3.1;4.8;107.5;32.1
Bielefeld;Glück & Seligkeit;4b5ab3f7f964a52068d128e3;8.4;71;57.5;2.426688157040102;30.458394476653275;18.198657653539897;10.912579085376121;19.443575741538165;84.73562029396906;86.88866703553128;179.2080637013159;6.116336693208882;132.14474728764222;85.9;332552.0;14.9;4.9;4.7;5.3;6.8;14.4;12.1;14.6;4.6;8.8;11.2;12.6;3.1;4.8;107.5;32.1
Bielefeld;Der Koch;4dfd2d8a8877e9c474958bfb;;6;57.5;2.426688157040102;30.458394476653275;18.198657653539897;10.912579085376121;19.443575741538165;84.73562029396906;86.88866703553128;179.2080637013159;6.116336693208882;132.14474728764222;85.9;332552.0;14.9;4.9;4.7;5.3;6.8;14.4;12.1;14.6;4.6;8.8;11.2;12.6;3.1;4.8;107.5;32.1
Berlin;Zur Gerichtslaube;4b96b3c0f964a520fdde34e3;6.9;88;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
Berlin;Zollpackhof;4be30183f07b0f47aed1f643;8.1;230;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
Berlin;Wirtshaus zur Pfaueninsel;4b409d17f964a52050b925e3;6.2;17;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
Berlin;Wirtshaus Moorlake;4c4c6f97bad7a5934a8944ad;6.4;14;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
Berlin;Wannseeterassen;552a72c6498e7db10060b936;6.3;42;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
Berlin;Villa Rixdorf;4b7597e3f964a520d3162ee3;6.9;92;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
Berlin;Tiergartenquelle;4adcda76f964a520a84521e3;7.7;165;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
Berlin;Teehaus im Englischen Garten;4bc76a9015a7ef3bd15c79da;7.6;110;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
Berlin;Tante Käthe;5290da1211d25762cbc03040;6.3;18;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
Berlin;Süden: garten wirtschaft;4e89b25d6c25bf863651dab0;6.5;15;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
Berlin;Summergarten;53fdfa3d498ea0a7ab06d965;7.3;7;61.4;0.26290336640842177;40.418210070859374;24.027983987801285;10.558752675733604;34.055671863389875;38.41765382268413;102.78995819836474;144.62231164011575;10.272049636155579;107.36420003348559;82.4;3613495.0;7.5;5.3;4.1;4.1;5.5;17.0;13.8;14.3;4.6;9.3;10.0;12.2;5.6;6.7;103.4;28.7
